Date,MaxTemp,MinTemp
12/20/1942,31.11111111,22.77777778
12/21/1942,33.88888889,18.88888889
12/22/1942,31.11111111,18.88888889
12/23/1942,32.22222222,21.66666667
12/24/1942,32.22222222,22.22222222
12/25/1942,32.22222222,18.88888889
12/26/1942,32.22222222,21.11111111
12/27/1942,32.77777778,17.22222222
12/28/1942,30.55555556,16.11111111
12/29/1942,32.22222222,16.66666667
12/30/1942,32.22222222,18.33333333
12/31/1942,31.11111111,22.22222222
1/1/1943,31.11111111,21.11111111
1/2/1943,30.55555556,23.33333333
1/3/1943,29.44444444,21.11111111
1/4/1943,30,21.11111111
1/5/1943,30.55555556,20
1/6/1943,31.66666667,21.11111111
1/7/1943,32.22222222,20.55555556
1/8/1943,31.66666667,22.22222222
1/9/1943,30.55555556,23.33333333
1/10/1943,33.33333333,21.66666667
1/11/1943,30.55555556,21.66666667
1/12/1943,31.11111111,19.44444444
1/13/1943,31.66666667,21.66666667
1/14/1943,32.77777778,22.22222222
1/15/1943,31.11111111,23.33333333
1/16/1943,31.66666667,23.33333333
1/17/1943,31.11111111,22.22222222
1/18/1943,32.22222222,22.77777778
1/19/1943,31.66666667,23.33333333
1/20/1943,33.33333333,22.77777778
1/21/1943,32.22222222,24.44444444
1/22/1943,31.66666667,22.22222222
1/23/1943,30.55555556,23.33333333
1/24/1943,31.11111111,22.77777778
1/25/1943,29.44444444,21.66666667
1/26/1943,30,20
1/27/1943,31.11111111,22.77777778
1/28/1943,31.11111111,22.77777778
1/29/1943,31.66666667,23.88888889
1/30/1943,31.11111111,22.22222222
1/31/1943,29.44444444,23.33333333
2/1/1943,31.11111111,21.66666667
2/2/1943,30.55555556,22.22222222
2/3/1943,31.11111111,22.22222222
2/4/1943,32.77777778,22.22222222
2/5/1943,31.11111111,23.33333333
2/6/1943,31.66666667,23.33333333
2/7/1943,34.44444444,22.77777778
2/8/1943,32.77777778,21.11111111
2/9/1943,34.44444444,24.44444444
2/10/1943,32.77777778,23.88888889
2/11/1943,32.77777778,23.88888889
2/12/1943,30.55555556,24.44444444
2/13/1943,31.11111111,23.88888889
2/14/1943,31.11111111,24.44444444
2/15/1943,32.22222222,25
2/16/1943,31.66666667,22.22222222
2/17/1943,28.33333333,22.22222222
2/18/1943,31.11111111,22.77777778
2/19/1943,31.11111111,22.77777778
2/20/1943,32.22222222,22.77777778
2/21/1943,31.66666667,20
2/22/1943,31.11111111,22.22222222
2/23/1943,31.11111111,23.33333333
2/24/1943,31.11111111,23.33333333
2/25/1943,31.11111111,22.77777778
2/26/1943,31.66666667,21.66666667
2/27/1943,31.11111111,22.77777778
2/28/1943,31.66666667,23.33333333
3/1/1943,31.66666667,23.33333333
3/2/1943,32.77777778,23.33333333
3/3/1943,32.22222222,23.33333333
3/4/1943,32.22222222,23.88888889
3/5/1943,31.66666667,24.44444444
3/6/1943,32.22222222,23.88888889
3/7/1943,32.22222222,23.88888889
3/8/1943,32.22222222,23.33333333
3/9/1943,31.66666667,23.88888889
3/10/1943,32.22222222,23.88888889
3/11/1943,32.22222222,24.44444444
3/12/1943,31.66666667,23.33333333
3/13/1943,28.88888889,21.66666667
3/14/1943,32.22222222,22.22222222
3/15/1943,35,23.33333333
3/16/1943,30.55555556,22.22222222
3/17/1943,32.22222222,22.22222222
3/18/1943,31.11111111,22.77777778
3/19/1943,28.33333333,23.33333333
3/20/1943,31.11111111,21.11111111
3/21/1943,30.55555556,20.55555556
3/22/1943,30.55555556,21.11111111
3/23/1943,30.55555556,22.22222222
3/24/1943,30.55555556,21.66666667
3/25/1943,29.44444444,20.55555556
3/26/1943,30,21.66666667
3/27/1943,30,21.66666667
3/28/1943,31.66666667,22.22222222
3/29/1943,31.66666667,21.66666667
3/30/1943,34.44444444,21.66666667
3/31/1943,31.66666667,21.66666667
4/1/1943,30.55555556,21.66666667
4/2/1943,30,21.66666667
4/3/1943,31.11111111,22.22222222
4/4/1943,31.66666667,22.22222222
4/5/1943,32.22222222,22.22222222
4/6/1943,30.55555556,21.11111111
4/7/1943,27.77777778,22.22222222
4/8/1943,31.11111111,20.55555556
4/9/1943,31.11111111,22.77777778
4/10/1943,31.11111111,23.33333333
4/11/1943,32.22222222,23.88888889
4/12/1943,32.22222222,22.22222222
4/13/1943,31.11111111,24.44444444
4/14/1943,31.11111111,23.33333333
4/15/1943,30,21.66666667
4/16/1943,31.66666667,23.33333333
4/17/1943,30.55555556,23.88888889
4/18/1943,31.11111111,23.88888889
4/19/1943,31.66666667,23.88888889
4/20/1943,31.66666667,22.77777778
4/21/1943,31.11111111,23.33333333
4/22/1943,31.11111111,23.33333333
4/23/1943,31.66666667,25.55555556
4/24/1943,32.77777778,22.77777778
4/25/1943,31.66666667,24.44444444
4/26/1943,30,22.77777778
4/27/1943,31.66666667,23.33333333
4/28/1943,31.11111111,24.44444444
4/29/1943,31.11111111,24.44444444
4/30/1943,32.22222222,23.88888889
5/1/1943,30,20
5/2/1943,30,21.11111111
5/3/1943,30,22.22222222
5/4/1943,31.66666667,20.55555556
5/5/1943,31.66666667,22.22222222
5/6/1943,31.66666667,22.77777778
5/7/1943,31.66666667,23.33333333
5/8/1943,32.22222222,23.33333333
5/9/1943,32.22222222,24.44444444
5/10/1943,30.55555556,22.22222222
5/11/1943,30,22.77777778
5/12/1943,31.11111111,22.77777778
5/13/1943,30,22.77777778
5/14/1943,32.77777778,22.22222222
5/15/1943,32.77777778,22.22222222
5/16/1943,30,21.66666667
5/17/1943,33.33333333,22.77777778
5/18/1943,31.66666667,23.33333333
5/19/1943,29.44444444,22.22222222
5/20/1943,30.55555556,23.33333333
5/21/1943,31.11111111,22.77777778
5/22/1943,30.55555556,20.55555556
5/23/1943,28.88888889,22.77777778
5/24/1943,27.77777778,22.22222222
5/25/1943,28.88888889,22.22222222
5/26/1943,30,21.66666667
5/27/1943,28.88888889,22.22222222
5/28/1943,29.44444444,22.77777778
5/29/1943,26.66666667,21.11111111
5/30/1943,30,20
5/31/1943,29.44444444,22.22222222
6/1/1943,30.55555556,22.77777778
6/2/1943,31.11111111,22.77777778
6/3/1943,31.11111111,22.77777778
6/4/1943,25,20
6/5/1943,30.55555556,20.55555556
6/6/1943,29.44444444,22.77777778
6/7/1943,31.11111111,22.77777778
6/8/1943,28.88888889,22.77777778
6/9/1943,27.22222222,23.88888889
6/10/1943,27.77777778,21.66666667
6/11/1943,29.44444444,21.66666667
6/12/1943,30.55555556,21.11111111
6/13/1943,30,22.77777778
6/14/1943,28.88888889,22.22222222
6/15/1943,27.22222222,21.66666667
6/16/1943,25.55555556,21.66666667
6/17/1943,28.33333333,20.55555556
6/18/1943,30,21.66666667
6/19/1943,30,22.22222222
6/20/1943,28.33333333,21.11111111
6/21/1943,27.77777778,21.66666667
6/22/1943,27.77777778,22.77777778
6/23/1943,27.77777778,21.11111111
6/24/1943,27.77777778,21.11111111
6/25/1943,28.33333333,21.11111111
6/26/1943,24.44444444,22.77777778
6/27/1943,26.66666667,21.11111111
6/28/1943,28.33333333,21.11111111
6/29/1943,28.33333333,22.22222222
6/30/1943,26.66666667,22.22222222
7/1/1943,26.66666667,21.66666667
7/2/1943,25.55555556,21.66666667
7/3/1943,23.88888889,21.11111111
7/4/1943,26.11111111,20.55555556
7/5/1943,24.44444444,21.11111111
7/6/1943,28.33333333,26.66666667
7/7/1943,26.66666667,22.22222222
7/8/1943,27.22222222,22.77777778
7/9/1943,26.66666667,21.11111111
7/10/1943,26.66666667,20.55555556
7/11/1943,26.11111111,20.55555556
7/12/1943,25.55555556,20.55555556
7/13/1943,27.77777778,22.77777778
7/14/1943,27.22222222,21.11111111
7/15/1943,26.11111111,20.55555556
7/16/1943,28.33333333,21.11111111
7/17/1943,27.22222222,20.55555556
7/18/1943,26.11111111,21.11111111
7/19/1943,26.11111111,20.55555556
7/20/1943,27.22222222,21.11111111
7/21/1943,26.11111111,21.11111111
7/22/1943,25.55555556,21.11111111
7/23/1943,26.66666667,20.55555556
7/24/1943,27.22222222,21.11111111
7/25/1943,26.11111111,20
7/26/1943,25,21.11111111
7/27/1943,23.88888889,21.11111111
7/28/1943,25.55555556,21.66666667
7/29/1943,26.11111111,20.55555556
7/30/1943,26.11111111,20
7/31/1943,23.33333333,21.11111111
8/1/1943,26.11111111,21.11111111
8/2/1943,25.55555556,18.88888889
8/3/1943,24.44444444,20
8/4/1943,25,21.66666667
8/5/1943,26.66666667,20.55555556
8/6/1943,26.66666667,19.44444444
8/7/1943,26.66666667,19.44444444
8/8/1943,24.44444444,21.11111111
8/9/1943,26.66666667,21.66666667
8/10/1943,27.22222222,21.66666667
8/11/1943,25.55555556,19.44444444
8/12/1943,27.22222222,20
8/13/1943,21.11111111,20.55555556
8/14/1943,25.55555556,20
8/15/1943,26.11111111,20.55555556
8/16/1943,28.33333333,21.66666667
8/17/1943,27.77777778,20.55555556
8/18/1943,29.44444444,18.88888889
8/19/1943,27.77777778,20.55555556
8/20/1943,27.77777778,18.88888889
8/21/1943,26.66666667,21.11111111
8/22/1943,26.66666667,20.55555556
8/23/1943,27.22222222,21.11111111
8/24/1943,28.33333333,21.11111111
8/25/1943,24.44444444,21.11111111
8/26/1943,25,21.66666667
8/27/1943,25.55555556,20
8/28/1943,27.77777778,20.55555556
8/29/1943,26.11111111,21.11111111
8/30/1943,26.11111111,20.55555556
8/31/1943,26.66666667,20.55555556
9/1/1943,26.66666667,20
9/2/1943,25,20
9/3/1943,26.11111111,20.55555556
9/4/1943,27.22222222,20.55555556
9/5/1943,27.77777778,20.55555556
9/6/1943,31.11111111,21.11111111
9/7/1943,27.22222222,18.33333333
9/8/1943,27.22222222,20.55555556
9/9/1943,26.11111111,20.55555556
9/10/1943,27.22222222,22.22222222
9/11/1943,27.77777778,20
9/12/1943,27.22222222,22.22222222
9/13/1943,29.44444444,20.55555556
9/14/1943,28.88888889,21.11111111
9/15/1943,26.66666667,21.11111111
9/16/1943,27.77777778,21.66666667
9/17/1943,28.88888889,20.55555556
9/18/1943,29.44444444,20.55555556
9/19/1943,27.77777778,21.66666667
9/20/1943,27.77777778,20.55555556
9/21/1943,29.44444444,20.55555556
9/22/1943,28.88888889,21.11111111
9/23/1943,28.33333333,22.22222222
9/24/1943,28.88888889,23.33333333
9/25/1943,28.88888889,21.11111111
9/26/1943,28.88888889,21.11111111
9/27/1943,28.88888889,21.66666667
9/28/1943,28.88888889,21.11111111
9/29/1943,29.44444444,20.55555556
9/30/1943,26.11111111,22.22222222
10/1/1943,28.33333333,22.22222222
10/2/1943,28.33333333,22.77777778
10/3/1943,31.11111111,21.11111111
10/4/1943,26.66666667,22.22222222
10/5/1943,30,21.11111111
10/6/1943,29.44444444,20.55555556
10/7/1943,28.88888889,21.11111111
10/8/1943,30,22.22222222
10/9/1943,30.55555556,22.77777778
10/10/1943,30,23.33333333
10/11/1943,30,21.66666667
10/12/1943,30,22.77777778
10/13/1943,30.55555556,21.66666667
10/14/1943,31.66666667,21.66666667
10/15/1943,31.66666667,22.77777778
10/16/1943,31.66666667,21.11111111
10/17/1943,32.22222222,22.22222222
10/18/1943,31.66666667,22.77777778
10/19/1943,31.66666667,22.77777778
10/20/1943,31.66666667,21.66666667
10/21/1943,32.22222222,21.66666667
10/22/1943,31.66666667,22.22222222
10/23/1943,31.66666667,22.77777778
10/24/1943,32.77777778,22.22222222
10/25/1943,30,23.88888889
10/26/1943,29.44444444,22.22222222
10/27/1943,31.11111111,22.22222222
10/28/1943,31.11111111,22.22222222
10/29/1943,31.11111111,21.66666667
10/30/1943,31.11111111,23.33333333
10/31/1943,32.22222222,22.77777778
11/1/1943,31.66666667,22.77777778
11/2/1943,31.66666667,23.88888889
11/3/1943,32.22222222,23.33333333
11/4/1943,31.11111111,22.77777778
11/5/1943,29.44444444,22.77777778
11/6/1943,31.66666667,21.66666667
11/7/1943,32.22222222,22.77777778
11/8/1943,32.22222222,22.22222222
11/9/1943,32.22222222,22.77777778
11/10/1943,31.66666667,23.33333333
11/11/1943,31.11111111,23.33333333
11/12/1943,28.88888889,21.66666667
11/13/1943,30,21.66666667
11/14/1943,31.66666667,21.11111111
11/15/1943,31.66666667,21.66666667
11/16/1943,31.11111111,22.22222222
11/17/1943,31.66666667,22.22222222
11/18/1943,31.11111111,22.22222222
11/19/1943,32.22222222,23.88888889
11/20/1943,31.66666667,23.33333333
11/21/1943,32.22222222,23.88888889
11/22/1943,32.22222222,23.33333333
11/23/1943,30,23.33333333
11/24/1943,31.66666667,23.88888889
11/25/1943,30.55555556,23.33333333
11/26/1943,32.77777778,23.33333333
11/27/1943,32.22222222,22.22222222
11/28/1943,31.11111111,21.66666667
11/29/1943,32.77777778,23.33333333
11/30/1943,32.77777778,22.77777778
12/1/1943,31.66666667,22.22222222
12/2/1943,32.77777778,23.33333333
12/3/1943,31.66666667,23.88888889
12/4/1943,32.22222222,24.44444444
12/5/1943,32.22222222,24.44444444
12/6/1943,32.77777778,23.88888889
12/7/1943,33.33333333,23.88888889
12/8/1943,31.11111111,23.33333333
12/9/1943,32.77777778,22.77777778
12/10/1943,32.22222222,23.88888889
12/11/1943,32.77777778,23.88888889
12/12/1943,32.77777778,23.33333333
12/13/1943,32.22222222,23.33333333
12/14/1943,31.11111111,23.33333333
12/15/1943,32.77777778,23.33333333
12/16/1943,32.77777778,23.33333333
12/17/1943,31.66666667,23.33333333
12/18/1943,32.22222222,23.88888889
12/19/1943,32.22222222,23.88888889
12/20/1943,32.77777778,23.88888889
12/21/1943,32.77777778,23.33333333
12/22/1943,33.88888889,23.88888889
12/23/1943,32.77777778,22.77777778
12/24/1943,35,21.11111111
12/25/1943,32.77777778,22.77777778
12/26/1943,32.22222222,23.88888889
12/27/1943,32.22222222,23.88888889
12/28/1943,31.66666667,23.88888889
12/29/1943,29.44444444,22.22222222
12/30/1943,31.66666667,22.22222222
12/31/1943,32.22222222,22.22222222
1/1/1944,32.22222222,22.77777778
1/2/1944,32.22222222,22.77777778
1/3/1944,31.11111111,23.33333333
1/4/1944,31.11111111,23.33333333
1/5/1944,31.11111111,23.33333333
1/6/1944,27.22222222,22.77777778
1/7/1944,30.55555556,22.22222222
1/8/1944,32.22222222,22.77777778
1/9/1944,32.77777778,22.22222222
1/10/1944,32.77777778,22.77777778
1/11/1944,32.77777778,23.33333333
1/12/1944,31.66666667,24.44444444
1/13/1944,30,23.33333333
1/14/1944,30,21.66666667
1/15/1944,31.11111111,22.22222222
1/16/1944,31.66666667,22.77777778
1/17/1944,32.22222222,23.33333333
1/18/1944,32.22222222,23.33333333
1/19/1944,32.22222222,23.88888889
1/20/1944,32.22222222,23.33333333
1/21/1944,32.22222222,24.44444444
1/22/1944,33.33333333,23.33333333
1/23/1944,33.33333333,23.33333333
1/24/1944,33.33333333,21.66666667
1/25/1944,33.88888889,21.11111111
1/26/1944,32.22222222,21.11111111
1/27/1944,32.77777778,22.22222222
1/28/1944,31.66666667,22.77777778
1/29/1944,31.11111111,24.44444444
1/30/1944,31.11111111,24.44444444
1/31/1944,31.66666667,23.33333333
2/1/1944,30.55555556,23.33333333
2/3/1944,33.33333333,22.22222222
2/4/1944,32.77777778,20.55555556
2/5/1944,32.22222222,23.88888889
2/6/1944,33.33333333,23.88888889
2/7/1944,32.22222222,24.44444444
2/8/1944,32.22222222,24.44444444
2/9/1944,32.77777778,23.33333333
2/10/1944,33.33333333,24.44444444
2/11/1944,32.22222222,25
2/12/1944,32.77777778,24.44444444
2/13/1944,32.22222222,25
2/14/1944,31.66666667,24.44444444
2/15/1944,31.66666667,22.77777778
2/16/1944,32.22222222,22.22222222
2/17/1944,28.88888889,22.77777778
2/18/1944,32.22222222,22.22222222
2/19/1944,32.77777778,24.44444444
2/20/1944,31.66666667,24.44444444
2/21/1944,31.66666667,24.44444444
2/22/1944,31.66666667,22.22222222
2/23/1944,31.66666667,23.88888889
2/24/1944,31.66666667,23.88888889
2/25/1944,31.66666667,22.22222222
2/26/1944,31.66666667,22.77777778
2/27/1944,31.66666667,23.33333333
2/28/1944,33.33333333,22.22222222
2/29/1944,31.66666667,23.88888889
3/1/1944,32.77777778,23.33333333
3/2/1944,32.77777778,23.33333333
3/3/1944,31.66666667,20.55555556
3/4/1944,32.22222222,23.33333333
3/5/1944,32.22222222,21.66666667
3/6/1944,32.22222222,22.77777778
3/7/1944,32.77777778,22.22222222
3/8/1944,31.11111111,22.22222222
3/9/1944,31.66666667,23.88888889
3/10/1944,32.22222222,23.88888889
3/11/1944,33.33333333,23.33333333
3/12/1944,33.33333333,23.88888889
3/13/1944,33.33333333,22.22222222
3/14/1944,32.22222222,22.22222222
3/15/1944,32.22222222,23.33333333
3/16/1944,30.55555556,21.11111111
3/17/1944,32.22222222,22.22222222
3/18/1944,33.33333333,19.44444444
3/19/1944,32.77777778,20.55555556
3/20/1944,33.33333333,22.22222222
3/21/1944,31.66666667,21.66666667
3/22/1944,32.77777778,22.22222222
3/23/1944,29.44444444,20.55555556
3/24/1944,31.66666667,22.22222222
3/25/1944,31.66666667,22.77777778
3/26/1944,31.66666667,22.77777778
3/27/1944,32.77777778,22.22222222
3/28/1944,32.22222222,23.33333333
3/29/1944,32.22222222,22.77777778
3/30/1944,33.33333333,23.88888889
3/31/1944,33.33333333,23.88888889
4/1/1944,29.44444444,21.11111111
4/2/1944,32.22222222,22.77777778
4/3/1944,32.77777778,23.33333333
4/4/1944,33.33333333,23.88888889
4/5/1944,33.88888889,24.44444444
4/6/1944,32.22222222,23.33333333
4/7/1944,33.33333333,23.88888889
4/8/1944,33.33333333,23.88888889
4/9/1944,34.44444444,23.88888889
4/10/1944,34.44444444,23.88888889
4/11/1944,33.88888889,23.33333333
4/12/1944,33.88888889,23.88888889
4/13/1944,33.33333333,24.44444444
4/14/1944,35.55555556,25
4/15/1944,35,24.44444444
4/16/1944,31.66666667,25.55555556
4/17/1944,33.33333333,23.33333333
4/18/1944,31.66666667,23.88888889
4/19/1944,33.88888889,22.22222222
4/20/1944,34.44444444,23.33333333
4/21/1944,35,25
4/22/1944,33.33333333,26.66666667
4/23/1944,34.44444444,23.88888889
4/24/1944,35,23.33333333
4/25/1944,33.33333333,23.33333333
4/26/1944,28.33333333,23.33333333
4/27/1944,33.88888889,24.44444444
4/28/1944,33.33333333,24.44444444
4/29/1944,32.77777778,23.88888889
4/30/1944,32.77777778,23.88888889
5/1/1944,33.33333333,22.77777778
5/2/1944,26.66666667,22.22222222
5/3/1944,32.77777778,23.88888889
5/4/1944,33.33333333,22.22222222
5/5/1944,34.44444444,26.66666667
5/6/1944,35,25.55555556
5/7/1944,34.44444444,25.55555556
5/8/1944,34.44444444,25.55555556
5/9/1944,30.55555556,22.77777778
5/10/1944,31.11111111,24.44444444
5/11/1944,32.22222222,25.55555556
5/12/1944,33.33333333,24.44444444
5/13/1944,34.44444444,25.55555556
5/14/1944,32.77777778,23.33333333
5/15/1944,32.77777778,22.77777778
5/16/1944,27.77777778,21.11111111
5/17/1944,31.66666667,23.33333333
5/18/1944,33.33333333,24.44444444
5/19/1944,33.33333333,25
5/20/1944,31.11111111,22.77777778
5/21/1944,29.44444444,23.88888889
5/22/1944,31.11111111,23.33333333
5/23/1944,31.66666667,23.88888889
5/24/1944,32.77777778,24.44444444
5/25/1944,32.77777778,24.44444444
5/26/1944,32.22222222,22.77777778
5/27/1944,33.33333333,24.44444444
5/28/1944,31.66666667,23.33333333
5/29/1944,31.11111111,22.22222222
5/30/1944,31.66666667,22.22222222
5/31/1944,30.55555556,21.11111111
6/1/1944,32.22222222,22.77777778
6/2/1944,31.66666667,23.88888889
6/3/1944,31.66666667,24.44444444
6/4/1944,30.55555556,24.44444444
6/5/1944,32.77777778,23.33333333
6/6/1944,32.22222222,23.88888889
6/7/1944,28.88888889,23.88888889
6/8/1944,31.66666667,23.88888889
6/9/1944,31.66666667,21.11111111
6/10/1944,31.11111111,21.11111111
6/11/1944,31.11111111,23.88888889
6/12/1944,30,20.55555556
6/13/1944,28.33333333,21.11111111
6/14/1944,28.33333333,21.66666667
6/15/1944,31.66666667,22.22222222
6/16/1944,31.66666667,23.33333333
6/17/1944,25.55555556,22.77777778
6/18/1944,27.77777778,23.33333333
6/19/1944,30,22.22222222
6/20/1944,27.77777778,22.22222222
6/21/1944,29.44444444,22.22222222
6/22/1944,25.55555556,22.22222222
6/23/1944,30,22.22222222
6/24/1944,31.66666667,22.22222222
6/25/1944,30,23.88888889
6/26/1944,30,22.77777778
6/27/1944,30.55555556,23.33333333
6/28/1944,29.44444444,22.77777778
6/29/1944,29.44444444,21.66666667
6/30/1944,30,22.77777778
7/1/1944,29.44444444,21.66666667
7/2/1944,28.88888889,22.22222222
7/3/1944,29.44444444,21.66666667
7/4/1944,30,22.22222222
7/5/1944,29.44444444,22.22222222
7/6/1944,29.44444444,23.88888889
7/7/1944,29.44444444,22.77777778
7/8/1944,28.33333333,21.66666667
7/9/1944,30,22.77777778
7/10/1944,27.77777778,20
7/11/1944,27.22222222,20
7/12/1944,27.77777778,22.22222222
7/13/1944,28.33333333,23.33333333
7/14/1944,28.33333333,21.66666667
7/15/1944,28.88888889,20.55555556
7/16/1944,29.44444444,21.66666667
7/17/1944,30,21.11111111
7/18/1944,29.44444444,22.22222222
7/19/1944,30,21.66666667
7/20/1944,29.44444444,21.66666667
7/21/1944,29.44444444,21.66666667
7/22/1944,28.33333333,22.77777778
7/23/1944,28.88888889,23.33333333
